trial,epoch,winRate,tieRate,lossRate,Defend,Defensive invade, Evasive invade, Hunt
14,4,0.2,0.775,0.025,0.0,0.0,0.0,1.0
14,6,0.175,0.825,0.0,0.0,0.0,0.0,1.0
14,8,0.25,0.75,0.0,0.0,0.0,0.0,1.0
14,10,0.225,0.775,0.0,0.0,0.0,0.0,1.0
14,12,0.175,0.775,0.05,0.0,0.0,0.0,1.0
14,14,0.2,0.8,0.0,0.0,0.0,0.0,1.0
14,16,0.25,0.75,0.0,0.0,0.0,0.0,1.0
14,18,0.2,0.75,0.05,0.0,0.0,0.0,1.0
14,20,0.175,0.8,0.025,0.0,0.0,0.0,1.0
14,22,0.1,0.825,0.075,0.0,0.0,0.0,1.0
14,24,0.2,0.8,0.0,0.0,0.0,0.0,1.0
14,26,0.225,0.75,0.025,0.0,0.0,0.0,1.0
14,28,0.1,0.875,0.025,0.0,0.0,0.0,1.0
14,30,0.2,0.725,0.075,0.0,0.0,0.0,1.0
14,32,0.275,0.7,0.025,0.0,0.0,0.0,1.0
14,34,0.25,0.675,0.075,0.0,0.0,0.0,1.0
14,36,0.225,0.725,0.05,0.0,0.0,0.0,1.0
14,38,0.175,0.825,0.0,0.0,0.0,0.0,1.0
14,40,0.3,0.65,0.05,0.0,0.0,0.0,1.0
14,42,0.1,0.825,0.075,0.0,0.0,0.0,1.0
14,44,0.2,0.8,0.0,0.0,0.0,0.0,1.0
14,46,0.275,0.725,0.0,0.0,0.0,0.0,1.0
14,48,0.25,0.675,0.075,0.0,0.0,0.0,1.0
14,50,0.25,0.675,0.075,0.0,0.0,0.0,1.0
15,0,0.175,0.8,0.025,0.0,0.0,2.7932960893854746E-4,0.9997206703910615
15,2,0.0,0.95,0.05,1.0,0.0,0.0,0.0
15,4,0.15,0.85,0.0,0.0,0.0,0.0,1.0
15,6,0.25,0.725,0.025,0.0,0.0,0.0,1.0
15,8,0.125,0.0,0.875,0.0,0.0,1.0,0.0
15,10,0.2,0.75,0.05,5.729017473503294E-4,0.0,0.0,0.9994270982526496
15,12,0.075,0.825,0.1,0.0,0.0,0.0,1.0
